dataElement,period,orgUnit,value
DeMalRec001,202401,OuAlikaHC01,1
DeMalInd001,202401,OuAlikaHC01,6
DeMalImp001,202401,OuAlikaHC01,0
DePopEst001,202401,OuAlikaHC01,38200
DeMalSus001,202402,OuAlikaHC01,51
DeMalRdt001,202402,OuAlikaHC01,34
DeMalMic001,202402,OuAlikaHC01,6
DeMalPos001,202402,OuAlikaHC01,7
DeMalPf0001,202402,OuAlikaHC01,6
DeMalPv0001,202402,OuAlikaHC01,1
DeMalMix001,202402,OuAlikaHC01,0
DeMalSev001,202402,OuAlikaHC01,0
DeMalDth001,202402,OuAlikaHC01,0
DeMalTrt001,202402,OuAlikaHC01,7
DeMalLln001,202402,OuAlikaHC01,25
DeMalStk001,202402,OuAlikaHC01,0
DeMalExp001,202402,OuAlikaHC01,1
DeMalRec001,202402,OuAlikaHC01,1
DeMalInd001,202402,OuAlikaHC01,7
DeMalImp001,202402,OuAlikaHC01,0
DePopEst001,202402,OuAlikaHC01,38200
DeMalSus001,202403,OuAlikaHC01,95
DeMalRdt001,202403,OuAlikaHC01,55
DeMalMic001,202403,OuAlikaHC01,17
DeMalPos001,202403,OuAlikaHC01,11
DeMalPf0001,202403,OuAlikaHC01,9
DeMalPv0001,202403,OuAlikaHC01,2
DeMalMix001,202403,OuAlikaHC01,0
DeMalSev001,202403,OuAlikaHC01,1
DeMalDth001,202403,OuAlikaHC01,0
DeMalTrt001,202403,OuAlikaHC01,11
DeMalLln001,202403,OuAlikaHC01,29
DeMalStk001,202403,OuAlikaHC01,1
DeMalExp001,202403,OuAlikaHC01,1
DeMalRec001,202403,OuAlikaHC01,1
DeMalInd001,202403,OuAlikaHC01,9
DeMalImp001,202403,OuAlikaHC01,2
DePopEst001,202403,OuAlikaHC01,38200
DeMalSus001,202404,OuAlikaHC01,100
DeMalRdt001,202404,OuAlikaHC01,72
DeMalMic001,202404,OuAlikaHC01,17
DeMalPos001,202404,OuAlikaHC01,15
DeMalPf0001,202404,OuAlikaHC01,13
DeMalPv0001,202404,OuAlikaHC01,2
DeMalMix001,202404,OuAlikaHC01,0
DeMalSev001,202404,OuAlikaHC01,0
DeMalDth001,202404,OuAlikaHC01,0
DeMalTrt001,202404,OuAlikaHC01,14
DeMalLln001,202404,OuAlikaHC01,51
DeMalStk001,202404,OuAlikaHC01,0
DeMalExp001,202404,OuAlikaHC01,1
DeMalRec001,202404,OuAlikaHC01,1
DeMalInd001,202404,OuAlikaHC01,14
DeMalImp001,202404,OuAlikaHC01,1
DePopEst001,202404,OuAlikaHC01,38200
DeMalSus001,202405,OuAlikaHC01,175
DeMalRdt001,202405,OuAlikaHC01,107
DeMalMic001,202405,OuAlikaHC01,41
DeMalPos001,202405,OuAlikaHC01,31
DeMalPf0001,202405,OuAlikaHC01,25
DeMalPv0001,202405,OuAlikaHC01,6
DeMalMix001,202405,OuAlikaHC01,0
DeMalSev001,202405,OuAlikaHC01,2
DeMalDth001,202405,OuAlikaHC01,0
DeMalTrt001,202405,OuAlikaHC01,31
DeMalLln001,202405,OuAlikaHC01,96
DeMalStk001,202405,OuAlikaHC01,1
DeMalExp001,202405,OuAlikaHC01,1
DeMalRec001,202405,OuAlikaHC01,1
DeMalInd001,202405,OuAlikaHC01,28
DeMalImp001,202405,OuAlikaHC01,3
DePopEst001,202405,OuAlikaHC01,38200
DeMalSus001,202406,OuAlikaHC01,172
DeMalRdt001,202406,OuAlikaHC01,123
DeMalMic001,202406,OuAlikaHC01,37
DeMalPos001,202406,OuAlikaHC01,27
DeMalPf0001,202406,OuAlikaHC01,20
DeMalPv0001,202406,OuAlikaHC01,7
DeMalMix001,202406,OuAlikaHC01,0
DeMalSev001,202406,OuAlikaHC01,2
DeMalDth001,202406,OuAlikaHC01,0
DeMalTrt001,202406,OuAlikaHC01,27
DeMalLln001,202406,OuAlikaHC01,8
DeMalStk001,202406,OuAlikaHC01,2
DeMalExp001,202406,OuAlikaHC01,1
DeMalRec001,202406,OuAlikaHC01,1
DeMalInd001,202406,OuAlikaHC01,25
DeMalImp001,202406,OuAlikaHC01,2
DePopEst001,202406,OuAlikaHC01,38200
DeMalSus001,202407,OuAlikaHC01,217
DeMalRdt001,202407,OuAlikaHC01,152
DeMalMic001,202407,OuAlikaHC01,26
DeMalPos001,202407,OuAlikaHC01,35
DeMalPf0001,202407,OuAlikaHC01,28
DeMalPv0001,202407,OuAlikaHC01,7
DeMalMix001,202407,OuAlikaHC01,0
DeMalSev001,202407,OuAlikaHC01,1
DeMalDth001,202407,OuAlikaHC01,0
DeMalTrt001,202407,OuAlikaHC01,34
DeMalLln001,202407,OuAlikaHC01,25
DeMalStk001,202407,OuAlikaHC01,0
DeMalExp001,202407,OuAlikaHC01,1
DeMalRec001,202407,OuAlikaHC01,1
DeMalInd001,202407,OuAlikaHC01,30
DeMalImp001,202407,OuAlikaHC01,5
DePopEst001,202407,OuAlikaHC01,38200
DeMalSus001,202408,OuAlikaHC01,202
DeMalRdt001,202408,OuAlikaHC01,114
DeMalMic001,202408,OuAlikaHC01,41
DeMalPos001,202408,OuAlikaHC01,32
DeMalPf0001,202408,OuAlikaHC01,28
DeMalPv0001,202408,OuAlikaHC01,4
DeMalMix001,202408,OuAlikaHC01,0
DeMalSev001,202408,OuAlikaHC01,1
DeMalDth001,202408,OuAlikaHC01,0
DeMalTrt001,202408,OuAlikaHC01,32
DeMalLln001,202408,OuAlikaHC01,30
DeMalStk001,202408,OuAlikaHC01,3
DeMalExp001,202408,OuAlikaHC01,1
DeMalRec001,202408,OuAlikaHC01,1
DeMalInd001,202408,OuAlikaHC01,29
DeMalImp001,202408,OuAlikaHC01,3
DePopEst001,202408,OuAlikaHC01,38200
DeMalSus001,202409,OuAlikaHC01,173
DeMalRdt001,202409,OuAlikaHC01,110
DeMalMic001,202409,OuAlikaHC01,51
DeMalPos001,202409,OuAlikaHC01,31
DeMalPf0001,202409,OuAlikaHC01,24
DeMalPv0001,202409,OuAlikaHC01,7
DeMalMix001,202409,OuAlikaHC01,0
DeMalSev001,202409,OuAlikaHC01,2
DeMalDth001,202409,OuAlikaHC01,0
DeMalTrt001,202409,OuAlikaHC01,31
DeMalLln001,202409,OuAlikaHC01,34
DeMalStk001,202409,OuAlikaHC01,0
DeMalExp001,202409,OuAlikaHC01,1
DeMalRec001,202409,OuAlikaHC01,1
DeMalInd001,202409,OuAlikaHC01,29
DeMalImp001,202409,OuAlikaHC01,2
DePopEst001,202409,OuAlikaHC01,38200
DeMalSus001,202410,OuAlikaHC01,130
DeMalRdt001,202410,OuAlikaHC01,81
DeMalMic001,202410,OuAlikaHC01,33
DeMalPos001,202410,OuAlikaHC01,19
DeMalPf0001,202410,OuAlikaHC01,14
DeMalPv0001,202410,OuAlikaHC01,5
DeMalMix001,202410,OuAlikaHC01,0
DeMalSev001,202410,OuAlikaHC01,1
DeMalDth001,202410,OuAlikaHC01,0
DeMalTrt001,202410,OuAlikaHC01,19
DeMalLln001,202410,OuAlikaHC01,32
DeMalStk001,202410,OuAlikaHC01,1
DeMalExp001,202410,OuAlikaHC01,1
DeMalRec001,202410,OuAlikaHC01,1
DeMalInd001,202410,OuAlikaHC01,18
DeMalImp001,202410,OuAlikaHC01,1
DePopEst001,202410,OuAlikaHC01,38200
DeMalSus001,202411,OuAlikaHC01,66
DeMalRdt001,202411,OuAlikaHC01,52
DeMalMic001,202411,OuAlikaHC01,9
DeMalPos001,202411,OuAlikaHC01,13
DeMalPf0001,202411,OuAlikaHC01,11
DeMalPv0001,202411,OuAlikaHC01,1
DeMalMix001,202411,OuAlikaHC01,1
DeMalSev001,202411,OuAlikaHC01,0
DeMalDth001,202411,OuAlikaHC01,0
DeMalTrt001,202411,OuAlikaHC01,13
DeMalLln001,202411,OuAlikaHC01,20
DeMalStk001,202411,OuAlikaHC01,2
DeMalExp001,202411,OuAlikaHC01,1
DeMalRec001,202411,OuAlikaHC01,1
DeMalInd001,202411,OuAlikaHC01,12
DeMalImp001,202411,OuAlikaHC01,1
DePopEst001,202411,OuAlikaHC01,38200
DeMalSus001,202412,OuAlikaHC01,57
DeMalRdt001,202412,OuAlikaHC01,31
DeMalMic001,202412,OuAlikaHC01,14
DeMalPos001,202412,OuAlikaHC01,9
DeMalPf0001,202412,OuAlikaHC01,7
DeMalPv0001,202412,OuAlikaHC01,2
DeMalMix001,202412,OuAlikaHC01,0
DeMalSev001,202412,OuAlikaHC01,1
DeMalDth001,202412,OuAlikaHC01,0
DeMalTrt001,202412,OuAlikaHC01,9
DeMalLln001,202412,OuAlikaHC01,0
DeMalStk001,202412,OuAlikaHC01,0
DeMalExp001,202412,OuAlikaHC01,1
DeMalRec001,202412,OuAlikaHC01,1
DeMalInd001,202412,OuAlikaHC01,8
DeMalImp001,202412,OuAlikaHC01,1
DePopEst001,202412,OuAlikaHC01,38200
DeMalSus001,202501,OuAlikaHC01,8
DeMalRdt001,202501,OuAlikaHC01,5
DeMalMic001,202501,OuAlikaHC01,1
DeMalPos001,202501,OuAlikaHC01,1
DeMalPf0001,202501,OuAlikaHC01,1
DeMalPv0001,202501,OuAlikaHC01,0
DeMalMix001,202501,OuAlikaHC01,0
DeMalSev001,202501,OuAlikaHC01,0
DeMalDth001,202501,OuAlikaHC01,0
DeMalTrt001,202501,OuAlikaHC01,1
DeMalLln001,202501,OuAlikaHC01,16
DeMalStk001,202501,OuAlikaHC01,0
DeMalExp001,202501,OuAlikaHC01,1
DeMalRec001,202501,OuAlikaHC01,1
DeMalInd001,202501,OuAlikaHC01,1
DeMalImp001,202501,OuAlikaHC01,0
DePopEst001,202501,OuAlikaHC01,38658
DeMalSus001,202502,OuAlikaHC01,59
DeMalRdt001,202502,OuAlikaHC01,38
DeMalMic001,202502,OuAlikaHC01,10
DeMalPos001,202502,OuAlikaHC01,10
DeMalPf0001,202502,OuAlikaHC01,8
DeMalPv0001,202502,OuAlikaHC01,2
DeMalMix001,202502,OuAlikaHC01,0
DeMalSev001,202502,OuAlikaHC01,1
DeMalDth001,202502,OuAlikaHC01,0
DeMalTrt001,202502,OuAlikaHC01,10
DeMalLln001,202502,OuAlikaHC01,8
DeMalStk001,202502,OuAlikaHC01,0
DeMalExp001,202502,OuAlikaHC01,1
DeMalRec001,202502,OuAlikaHC01,1
DeMalInd001,202502,OuAlikaHC01,9
DeMalImp001,202502,OuAlikaHC01,1
DePopEst001,202502,OuAlikaHC01,38658
DeMalSus001,202503,OuAlikaHC01,49
DeMalRdt001,202503,OuAlikaHC01,32
DeMalMic001,202503,OuAlikaHC01,6
DeMalPos001,202503,OuAlikaHC01,8
DeMalPf0001,202503,OuAlikaHC01,6
DeMalPv0001,202503,OuAlikaHC01,2
DeMalMix001,202503,OuAlikaHC01,0
DeMalSev001,202503,OuAlikaHC01,0
DeMalDth001,202503,OuAlikaHC01,0
DeMalTrt001,202503,OuAlikaHC01,8
DeMalLln001,202503,OuAlikaHC01,11
DeMalStk001,202503,OuAlikaHC01,3
DeMalExp001,202503,OuAlikaHC01,1
DeMalRec001,202503,OuAlikaHC01,1
DeMalInd001,202503,OuAlikaHC01,7
DeMalImp001,202503,OuAlikaHC01,1
DePopEst001,202503,OuAlikaHC01,38658
DeMalSus001,202504,OuAlikaHC01,111
DeMalRdt001,202504,OuAlikaHC01,77
DeMalMic001,202504,OuAlikaHC01,28
DeMalPos001,202504,OuAlikaHC01,21
DeMalPf0001,202504,OuAlikaHC01,18
DeMalPv0001,202504,OuAlikaHC01,3
DeMalMix001,202504,OuAlikaHC01,0
DeMalSev001,202504,OuAlikaHC01,0
DeMalDth001,202504,OuAlikaHC01,0
DeMalTrt001,202504,OuAlikaHC01,21
DeMalLln001,202504,OuAlikaHC01,132
DeMalStk001,202504,OuAlikaHC01,3
DeMalExp001,202504,OuAlikaHC01,1
DeMalRec001,202504,OuAlikaHC01,1
DeMalInd001,202504,OuAlikaHC01,20
DeMalImp001,202504,OuAlikaHC01,1
DePopEst001,202504,OuAlikaHC01,38658
DeMalSus001,202505,OuAlikaHC01,229
DeMalRdt001,202505,OuAlikaHC01,140
DeMalMic001,202505,OuAlikaHC01,36
DeMalPos001,202505,OuAlikaHC01,34
DeMalPf0001,202505,OuAlikaHC01,25
DeMalPv0001,202505,OuAlikaHC01,9
DeMalMix001,202505,OuAlikaHC01,0
DeMalSev001,202505,OuAlikaHC01,2
DeMalDth001,202505,OuAlikaHC01,0
DeMalTrt001,202505,OuAlikaHC01,34
DeMalLln001,202505,OuAlikaHC01,169
DeMalStk001,202505,OuAlikaHC01,0
DeMalExp001,202505,OuAlikaHC01,1
DeMalRec001,202505,OuAlikaHC01,1
DeMalInd001,202505,OuAlikaHC01,31
DeMalImp001,202505,OuAlikaHC01,3
DePopEst001,202505,OuAlikaHC01,38658
DeMalSus001,202506,OuAlikaHC01,266
DeMalRdt001,202506,OuAlikaHC01,174
DeMalMic001,202506,OuAlikaHC01,30
DeMalPos001,202506,OuAlikaHC01,33
DeMalPf0001,202506,OuAlikaHC01,25
DeMalPv0001,202506,OuAlikaHC01,8
DeMalMix001,202506,OuAlikaHC01,0
DeMalSev001,202506,OuAlikaHC01,3
DeMalDth001,202506,OuAlikaHC01,1
DeMalTrt001,202506,OuAlikaHC01,33
DeMalLln001,202506,OuAlikaHC01,27
DeMalStk001,202506,OuAlikaHC01,0
DeMalExp001,202506,OuAlikaHC01,1
DeMalRec001,202506,OuAlikaHC01,1
DeMalInd001,202506,OuAlikaHC01,28
DeMalImp001,202506,OuAlikaHC01,5
DePopEst001,202506,OuAlikaHC01,38658
DeMalSus001,202507,OuAlikaHC01,185
DeMalRdt001,202507,OuAlikaHC01,122
DeMalMic001,202507,OuAlikaHC01,27
DeMalPos001,202507,OuAlikaHC01,31
DeMalPf0001,202507,OuAlikaHC01,25
DeMalPv0001,202507,OuAlikaHC01,5
DeMalMix001,202507,OuAlikaHC01,1
DeMalSev001,202507,OuAlikaHC01,1
DeMalDth001,202507,OuAlikaHC01,0
DeMalTrt001,202507,OuAlikaHC01,31
DeMalLln001,202507,OuAlikaHC01,15
DeMalStk001,202507,OuAlikaHC01,0
DeMalExp001,202507,OuAlikaHC01,1
DeMalRec001,202507,OuAlikaHC01,1
DeMalInd001,202507,OuAlikaHC01,29
DeMalImp001,202507,OuAlikaHC01,2
DePopEst001,202507,OuAlikaHC01,38658
DeMalSus001,202508,OuAlikaHC01,290
DeMalRdt001,202508,OuAlikaHC01,184
DeMalMic001,202508,OuAlikaHC01,41
DeMalPos001,202508,OuAlikaHC01,46
DeMalPf0001,202508,OuAlikaHC01,34
DeMalPv0001,202508,OuAlikaHC01,12
DeMalMix001,202508,OuAlikaHC01,0
DeMalSev001,202508,OuAlikaHC01,3
DeMalDth001,202508,OuAlikaHC01,0
DeMalTrt001,202508,OuAlikaHC01,46
DeMalLln001,202508,OuAlikaHC01,32
DeMalStk001,202508,OuAlikaHC01,2
DeMalExp001,202508,OuAlikaHC01,1
DeMalRec001,202508,OuAlikaHC01,1
DeMalInd001,202508,OuAlikaHC01,41
DeMalImp001,202508,OuAlikaHC01,5
DePopEst001,202508,OuAlikaHC01,38658
DeMalSus001,202509,OuAlikaHC01,207
DeMalRdt001,202509,OuAlikaHC01,154
DeMalMic001,202509,OuAlikaHC01,37
DeMalPos001,202509,OuAlikaHC01,36
DeMalPf0001,202509,OuAlikaHC01,27
DeMalPv0001,202509,OuAlikaHC01,9
DeMalMix001,202509,OuAlikaHC01,0
DeMalSev001,202509,OuAlikaHC01,3
DeMalDth001,202509,OuAlikaHC01,0
DeMalTrt001,202509,OuAlikaHC01,35
DeMalLln001,202509,OuAlikaHC01,35
DeMalStk001,202509,OuAlikaHC01,1
DeMalExp001,202509,OuAlikaHC01,1
DeMalRec001,202509,OuAlikaHC01,1
DeMalInd001,202509,OuAlikaHC01,31
DeMalImp001,202509,OuAlikaHC01,5
DePopEst001,202509,OuAlikaHC01,38658
DeMalSus001,202510,OuAlikaHC01,126
DeMalRdt001,202510,OuAlikaHC01,70
DeMalMic001,202510,OuAlikaHC01,26
DeMalPos001,202510,OuAlikaHC01,22
DeMalPf0001,202510,OuAlikaHC01,18
DeMalPv0001,202510,OuAlikaHC01,3
DeMalMix001,202510,OuAlikaHC01,1
DeMalSev001,202510,OuAlikaHC01,1
DeMalDth001,202510,OuAlikaHC01,0
DeMalTrt001,202510,OuAlikaHC01,22
DeMalLln001,202510,OuAlikaHC01,35
DeMalStk001,202510,OuAlikaHC01,2
DeMalExp001,202510,OuAlikaHC01,1
DeMalRec001,202510,OuAlikaHC01,1
DeMalInd001,202510,OuAlikaHC01,19
DeMalImp001,202510,OuAlikaHC01,3
DePopEst001,202510,OuAlikaHC01,38658
DeMalSus001,202511,OuAlikaHC01,86
DeMalRdt001,202511,OuAlikaHC01,55
DeMalMic001,202511,OuAlikaHC01,14
DeMalPos001,202511,OuAlikaHC01,14
DeMalPf0001,202511,OuAlikaHC01,11
DeMalPv0001,202511,OuAlikaHC01,3
DeMalMix001,202511,OuAlikaHC01,0
DeMalSev001,202511,OuAlikaHC01,0
DeMalDth001,202511,OuAlikaHC01,0
DeMalTrt001,202511,OuAlikaHC01,14
DeMalLln001,202511,OuAlikaHC01,7
DeMalStk001,202511,OuAlikaHC01,2
DeMalExp001,202511,OuAlikaHC01,1
DeMalRec001,202511,OuAlikaHC01,1
DeMalInd001,202511,OuAlikaHC01,13
DeMalImp001,202511,OuAlikaHC01,1
DePopEst001,202511,OuAlikaHC01,38658
DeMalSus001,202512,OuAlikaHC01,53
DeMalRdt001,202512,OuAlikaHC01,32
DeMalMic001,202512,OuAlikaHC01,12
DeMalPos001,202512,OuAlikaHC01,7
DeMalPf0001,202512,OuAlikaHC01,6
DeMalPv0001,202512,OuAlikaHC01,1
DeMalMix001,202512,OuAlikaHC01,0
DeMalSev001,202512,OuAlikaHC01,0
DeMalDth001,202512,OuAlikaHC01,0
DeMalTrt001,202512,OuAlikaHC01,6
DeMalLln001,202512,OuAlikaHC01,21
DeMalStk001,202512,OuAlikaHC01,0
DeMalExp001,202512,OuAlikaHC01,1
DeMalRec001,202512,OuAlikaHC01,1
DeMalInd001,202512,OuAlikaHC01,6
DeMalImp001,202512,OuAlikaHC01,1
DePopEst001,202512,OuAlikaHC01,38658
DeMalSus001,202401,OuKurukHC01,64
DeMalRdt001,202401,OuKurukHC01,42
DeMalMic001,202401,OuKurukHC01,8
DeMalPos001,202401,OuKurukHC01,9
DeMalPf0001,202401,OuKurukHC01,7
DeMalPv0001,202401,OuKurukHC01,2
DeMalMix001,202401,OuKurukHC01,0
DeMalSev001,202401,OuKurukHC01,1
DeMalDth001,202401,OuKurukHC01,0
DeMalTrt001,202401,OuKurukHC01,9
DeMalLln001,202401,OuKurukHC01,7
DeMalStk001,202401,OuKurukHC01,2
DeMalExp001,202401,OuKurukHC01,1
DeMalRec001,202401,OuKurukHC01,1
DeMalInd001,202401,OuKurukHC01,8
DeMalImp001,202401,OuKurukHC01,1
DePopEst001,202401,OuKurukHC01,17600
DeMalSus001,202402,OuKurukHC01,45
DeMalRdt001,202402,OuKurukHC01,32
DeMalMic001,202402,OuKurukHC01,10
DeMalPos001,202402,OuKurukHC01,9
DeMalPf0001,202402,OuKurukHC01,8
DeMalPv0001,202402,OuKurukHC01,1
DeMalMix001,202402,OuKurukHC01,0
DeMalSev001,202402,OuKurukHC01,1
DeMalDth001,202402,OuKurukHC01,0
DeMalTrt001,202402,OuKurukHC01,9
DeMalLln001,202402,OuKurukHC01,1
DeMalStk001,202402,OuKurukHC01,0
DeMalExp001,202402,OuKurukHC01,1
DeMalRec001,202402,OuKurukHC01,1
DeMalInd001,202402,OuKurukHC01,8
DeMalImp001,202402,OuKurukHC01,1
DePopEst001,202402,OuKurukHC01,17600
DeMalSus001,202403,OuKurukHC01,57
DeMalRdt001,202403,OuKurukHC01,33
DeMalMic001,202403,OuKurukHC01,14
DeMalPos001,202403,OuKurukHC01,9
DeMalPf0001,202403,OuKurukHC01,7
DeMalPv0001,202403,OuKurukHC01,2
DeMalMix001,202403,OuKurukHC01,0
DeMalSev001,202403,OuKurukHC01,1
DeMalDth001,202403,OuKurukHC01,0
DeMalTrt001,202403,OuKurukHC01,9
DeMalLln001,202403,OuKurukHC01,31
DeMalStk001,202403,OuKurukHC01,0
DeMalExp001,202403,OuKurukHC01,1
DeMalRec001,202403,OuKurukHC01,1
DeMalInd001,202403,OuKurukHC01,9
DeMalImp001,202403,OuKurukHC01,0
DePopEst001,202403,OuKurukHC01,17600
DeMalSus001,202404,OuKurukHC01,153
DeMalRdt001,202404,OuKurukHC01,93
DeMalMic001,202404,OuKurukHC01,39
DeMalPos001,202404,OuKurukHC01,29
DeMalPf0001,202404,OuKurukHC01,25
DeMalPv0001,202404,OuKurukHC01,4
DeMalMix001,202404,OuKurukHC01,0
DeMalSev001,202404,OuKurukHC01,2
DeMalDth001,202404,OuKurukHC01,0
DeMalTrt001,202404,OuKurukHC01,29
DeMalLln001,202404,OuKurukHC01,123
DeMalStk001,202404,OuKurukHC01,0
DeMalExp001,202404,OuKurukHC01,1
DeMalRec001,202404,OuKurukHC01,1
DeMalInd001,202404,OuKurukHC01,26
DeMalImp001,202404,OuKurukHC01,3
DePopEst001,202404,OuKurukHC01,17600
DeMalSus001,202405,OuKurukHC01,179
DeMalRdt001,202405,OuKurukHC01,119
DeMalMic001,202405,OuKurukHC01,21
DeMalPos001,202405,OuKurukHC01,30
DeMalPf0001,202405,OuKurukHC01,22
DeMalPv0001,202405,OuKurukHC01,7
DeMalMix001,202405,OuKurukHC01,1
DeMalSev001,202405,OuKurukHC01,2
DeMalDth001,202405,OuKurukHC01,0
DeMalTrt001,202405,OuKurukHC01,29
DeMalLln001,202405,OuKurukHC01,92
DeMalStk001,202405,OuKurukHC01,0
DeMalExp001,202405,OuKurukHC01,1
DeMalRec001,202405,OuKurukHC01,1
DeMalInd001,202405,OuKurukHC01,26
DeMalImp001,202405,OuKurukHC01,4
DePopEst001,202405,OuKurukHC01,17600
DeMalSus001,202406,OuKurukHC01,223
DeMalRdt001,202406,OuKurukHC01,130
DeMalMic001,202406,OuKurukHC01,56
DeMalPos001,202406,OuKurukHC01,36
DeMalPf0001,202406,OuKurukHC01,27
DeMalPv0001,202406,OuKurukHC01,9
DeMalMix001,202406,OuKurukHC01,0
DeMalSev001,202406,OuKurukHC01,2
DeMalDth001,202406,OuKurukHC01,0
DeMalTrt001,202406,OuKurukHC01,36
DeMalLln001,202406,OuKurukHC01,161
DeMalStk001,202406,OuKurukHC01,0
DeMalExp001,202406,OuKurukHC01,1
DeMalRec001,202406,OuKurukHC01,1
DeMalInd001,202406,OuKurukHC01,31
DeMalImp001,202406,OuKurukHC01,5
DePopEst001,202406,OuKurukHC01,17600
DeMalSus001,202407,OuKurukHC01,244
DeMalRdt001,202407,OuKurukHC01,160
DeMalMic001,202407,OuKurukHC01,56
DeMalPos001,202407,OuKurukHC01,45
DeMalPf0001,202407,OuKurukHC01,35
DeMalPv0001,202407,OuKurukHC01,9
DeMalMix001,202407,OuKurukHC01,1
DeMalSev001,202407,OuKurukHC01,3
DeMalDth001,202407,OuKurukHC01,0
DeMalTrt001,202407,OuKurukHC01,45
DeMalLln001,202407,OuKurukHC01,23
DeMalStk001,202407,OuKurukHC01,0
DeMalExp001,202407,OuKurukHC01,1
DeMalRec001,202407,OuKurukHC01,1
DeMalInd001,202407,OuKurukHC01,42
DeMalImp001,202407,OuKurukHC01,3
DePopEst001,202407,OuKurukHC01,17600
DeMalSus001,202408,OuKurukHC01,246
DeMalRdt001,202408,OuKurukHC01,157
DeMalMic001,202408,OuKurukHC01,31
DeMalPos001,202408,OuKurukHC01,40
DeMalPf0001,202408,OuKurukHC01,31
DeMalPv0001,202408,OuKurukHC01,9
DeMalMix001,202408,OuKurukHC01,0
DeMalSev001,202408,OuKurukHC01,1
DeMalDth001,202408,OuKurukHC01,0
DeMalTrt001,202408,OuKurukHC01,40
DeMalLln001,202408,OuKurukHC01,24
DeMalStk001,202408,OuKurukHC01,0
DeMalExp001,202408,OuKurukHC01,1
DeMalRec001,202408,OuKurukHC01,1
DeMalInd001,202408,OuKurukHC01,38
DeMalImp001,202408,OuKurukHC01,2
DePopEst001,202408,OuKurukHC01,17600
DeMalSus001,202409,OuKurukHC01,106
DeMalRdt001,202409,OuKurukHC01,66
DeMalMic001,202409,OuKurukHC01,22
DeMalPos001,202409,OuKurukHC01,19
DeMalPf0001,202409,OuKurukHC01,14
DeMalPv0001,202409,OuKurukHC01,4
DeMalMix001,202409,OuKurukHC01,1
DeMalSev001,202409,OuKurukHC01,0
DeMalDth001,202409,OuKurukHC01,0
DeMalTrt001,202409,OuKurukHC01,19
DeMalLln001,202409,OuKurukHC01,13
DeMalStk001,202409,OuKurukHC01,3
DeMalExp001,202409,OuKurukHC01,1
DeMalRec001,202409,OuKurukHC01,1
DeMalInd001,202409,OuKurukHC01,18
DeMalImp001,202409,OuKurukHC01,1
DePopEst001,202409,OuKurukHC01,17600
DeMalSus001,202410,OuKurukHC01,141
DeMalRdt001,202410,OuKurukHC01,91
DeMalMic001,202410,OuKurukHC01,35
DeMalPos001,202410,OuKurukHC01,23
DeMalPf0001,202410,OuKurukHC01,18
DeMalPv0001,202410,OuKurukHC01,5
DeMalMix001,202410,OuKurukHC01,0
DeMalSev001,202410,OuKurukHC01,1
DeMalDth001,202410,OuKurukHC01,0
DeMalTrt001,202410,OuKurukHC01,23
DeMalLln001,202410,OuKurukHC01,8
DeMalStk001,202410,OuKurukHC01,1
DeMalExp001,202410,OuKurukHC01,1
DeMalRec001,202410,OuKurukHC01,1
DeMalInd001,202410,OuKurukHC01,20
DeMalImp001,202410,OuKurukHC01,3
DePopEst001,202410,OuKurukHC01,17600
DeMalSus001,202411,OuKurukHC01,68
DeMalRdt001,202411,OuKurukHC01,37
DeMalMic001,202411,OuKurukHC01,16
DeMalPos001,202411,OuKurukHC01,11
DeMalPf0001,202411,OuKurukHC01,10
DeMalPv0001,202411,OuKurukHC01,1
DeMalMix001,202411,OuKurukHC01,0
DeMalSev001,202411,OuKurukHC01,1
DeMalDth001,202411,OuKurukHC01,0
DeMalTrt001,202411,OuKurukHC01,11
DeMalLln001,202411,OuKurukHC01,20
DeMalStk001,202411,OuKurukHC01,0
DeMalExp001,202411,OuKurukHC01,1
DeMalRec001,202411,OuKurukHC01,1
DeMalInd001,202411,OuKurukHC01,10
DeMalImp001,202411,OuKurukHC01,1
DePopEst001,202411,OuKurukHC01,17600
DeMalSus001,202412,OuKurukHC01,50
DeMalRdt001,202412,OuKurukHC01,37
DeMalMic001,202412,OuKurukHC01,9
DeMalPos001,202412,OuKurukHC01,8
DeMalPf0001,202412,OuKurukHC01,6
DeMalPv0001,202412,OuKurukHC01,2
DeMalMix001,202412,OuKurukHC01,0
DeMalSev001,202412,OuKurukHC01,1
DeMalDth001,202412,OuKurukHC01,0
DeMalTrt001,202412,OuKurukHC01,7
DeMalLln001,202412,OuKurukHC01,27
DeMalStk001,202412,OuKurukHC01,0
DeMalExp001,202412,OuKurukHC01,1
DeMalRec001,202412,OuKurukHC01,1
DeMalInd001,202412,OuKurukHC01,7
DeMalImp001,202412,OuKurukHC01,1
DePopEst001,202412,OuKurukHC01,17600
DeMalSus001,202501,OuKurukHC01,34
DeMalRdt001,202501,OuKurukHC01,22
DeMalMic001,202501,OuKurukHC01,7
DeMalPos001,202501,OuKurukHC01,5
DeMalPf0001,202501,OuKurukHC01,4
DeMalPv0001,202501,OuKurukHC01,1
DeMalMix001,202501,OuKurukHC01,0
DeMalSev001,202501,OuKurukHC01,0
DeMalDth001,202501,OuKurukHC01,0
DeMalTrt001,202501,OuKurukHC01,4
DeMalLln001,202501,OuKurukHC01,31
DeMalStk001,202501,OuKurukHC01,3
